filename,label,length,rms,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20
cla\[cla][cla]0174__3.wav,cla,3.0,0.037044268,1246.580382673432,1289.427888679297,2302.230694110577,0.080322265625,-296.74615,167.92401,-45.354942,32.85595,-15.1335745,-9.525373,-18.842516,-6.616327,-2.6180031,2.5779264,1.19597,-8.967226,3.322707,1.8257309,-5.190262,0.31550393,-1.1597316,-2.31238,-9.30069,-11.033569
cla\[cla][cla]0188__1.wav,cla,3.0,0.05087904,1043.4168074164477,1137.8266389529065,1773.590557391827,0.07004582331730769,-329.6322,162.40991,-40.59403,24.965925,1.4491696,-7.0483694,-23.607727,-24.764166,-19.659576,-3.9379666,-2.6675892,-0.99760646,6.325363,8.275961,-1.5638231,-11.493357,-10.646591,-6.652626,-3.620835,-5.278766
cla\[cla][cla]0188__2.wav,cla,3.0,0.06029811,997.0832565058498,1086.8473815612601,1823.6966646634614,0.06227463942307692,-332.46994,161.90752,-36.872437,27.245596,0.9371202,-11.965723,-31.390818,-27.342596,-15.081288,1.9782919,8.50777,4.5960674,-7.269449,-11.306305,-18.34968,-18.879522,-13.34557,-5.8156147,-1.7620331,-3.6289082
cla\[cla][cla]0188__3.wav,cla,3.0,0.051130127,1069.5107921373835,1167.4738565149046,1842.6624474158655,0.0671649639423077,-332.8441,155.9514,-37.76999,18.887947,-12.814144,-20.209547,-31.1942,-20.966337,-11.888685,3.685898,2.820403,-3.9870808,-19.280579,-19.40151,-14.521867,-4.898084,-0.20124699,0.3963619,1.2014158,-4.1908965
cla\[cla][cla]0189__1.wav,cla,3.0,0.048933838,1279.9181966234844,1278.7597446698646,2416.108210637019,0.08366135817307692,-259.7195,168.81686,-54.33856,38.3199,-9.792824,-8.323345,-17.937323,-10.818517,-11.283475,3.0034082,-3.1199877,-5.4724183,-6.387661,-3.5489717,-1.9746683,-2.1782844,-6.685165,-3.9204729,-0.9563727,1.4712075
cla\[cla][cla]0189__2.wav,cla,3.0,0.04975296,1099.098288196441,1197.3093007086825,2112.9869666466348,0.06164362980769231,-273.07993,178.82617,-49.007385,40.92304,-3.0410213,-1.1435006,-9.871321,-10.935215,-15.768624,-8.104699,-11.016127,-7.286114,-2.7329648,-0.22163185,-2.781108,-3.6223288,-10.469096,-5.0507956,0.8932173,1.260437
cla\[cla][cla]0189__3.wav,cla,3.0,0.032000285,875.8886175660245,942.188127243157,1630.7260366586538,0.0627178485576923,-345.03955,212.62743,-35.21819,28.427513,4.685035,-14.359049,-14.390507,-17.926725,-9.745782,-6.511273,-7.863841,-5.5210533,-1.766037,-0.35525084,-4.6523504,-8.013965,-2.4790504,4.612452,5.8215275,-5.004574
cla\[cla][cla]0190__1.wav,cla,3.0,0.061574172,1246.9520031572467,1192.8495709978895,2179.491436298077,0.07509390024038462,-290.99423,157.96422,-46.717995,19.174225,7.3292084,-0.69885826,13.48362,6.16708,-4.5444636,-8.268563,-7.5423923,3.9827328,4.540892,-0.87107927,-8.665175,-5.3578005,-4.265978,-1.3043474,-2.2815034,-3.3187993
cla\[cla][cla]0190__2.wav,cla,3.0,0.06385438,1391.8078911885582,1294.4913723567054,2414.4518103966348,0.09834359975961539,-297.26096,150.32053,-44.22144,19.4054,0.40269494,-16.897532,-0.5879749,-3.5637004,2.12769,0.6144505,-14.7946005,-7.316687,4.925817,5.417377,-0.73901343,-3.800497,-5.560122,-5.2301164,-14.110138,-1.6356173
cla\[cla][cla]0190__3.wav,cla,3.0,0.06353139,1207.0626256252708,1172.4335397473958,2078.699481670673,0.07109750600961538,-261.71683,165.82257,-53.047825,8.041255,-6.1264906,-18.425018,-12.176212,-16.870207,-17.989746,-7.04734,-11.872906,-9.156796,-7.8546114,-7.7798615,-6.985164,-0.0074898354,1.6548387,0.5254331,-3.1169164,1.9818665
cla\[cla][cla]0196__1.wav,cla,3.0,0.027335266,1204.3268370393355,1416.186145114833,2066.3592998798076,0.05643028846153846,-374.30637,152.1755,-31.957895,19.020853,11.795786,-3.1816235,-7.523558,-16.786438,-19.76325,-7.834474,-9.373321,-2.250944,3.1736536,7.1206565,4.9140787,9.449031,6.5566673,4.3165946,-1.0555623,-2.0431828
cla\[cla][cla]0196__2.wav,cla,3.0,0.060143184,1211.6280355224842,1310.1928534968683,2218.8309420072114,0.07461688701923076,-245.17613,171.218,-38.195908,27.535889,0.40593168,-4.44806,-3.8318937,-5.5794005,-1.8882399,1.9754709,-3.3314335,0.3755574,-0.6438813,0.09851268,0.5873406,-1.7951398,-4.712707,-2.448244,-1.660915,1.5371487
cla\[cla][cla]0196__3.wav,cla,3.0,0.07254065,1176.8631822678565,1252.1385358538014,2099.156024639423,0.07123647836538462,-264.99973,169.97601,-34.306126,25.126375,4.573042,-13.333827,-8.216355,-8.032844,0.7314923,4.593656,0.15188716,-1.7998251,-1.3976257,-2.521261,-2.35238,-0.37634537,-4.951467,-3.9003537,4.183167,2.981553
cla\[cla][cla]0204__1.wav,cla,3.0,0.053922985,952.583919707002,1090.4467699296458,1667.4981219951924,0.05683969350961538,-302.1561,190.37689,-27.411472,20.43779,3.4628263,-8.967196,-11.639288,-8.370732,-1.4721875,-1.1862376,-2.011864,-3.4718723,-5.3225822,-7.3612185,-6.1121383,1.9785147,2.380342,5.4371066,2.8703446,-1.8848305
cla\[cla][cla]0204__2.wav,cla,3.0,0.096530184,1111.6026441230447,1168.3376878862994,1874.5481520432693,0.06988055889423077,-239.29388,174.14528,-35.928036,15.778613,2.5088174,-9.514411,-7.581221,-9.253134,-4.5579953,-0.61547875,-4.9615583,-6.183523,-4.0934215,-3.2796078,-1.1609175,6.792745,3.1026518,-1.018563,-8.470211,-6.518044
cla\[cla][cla]0204__3.wav,cla,3.0,0.10015931,1050.6765618680724,1202.9486918882046,1836.036846454327,0.05890925480769231,-218.2896,179.53311,-33.261852,21.523132,0.15382649,-8.760214,-9.541851,-11.533128,-7.5713716,0.0395854,-2.4504752,2.013372,-2.8173947,-2.7199275,-7.958524,-2.426639,-3.7713983,-3.1971607,-3.807999,2.2655833
cla\[cla][cla]0211__1.wav,cla,3.0,0.044028077,861.5816407108247,1269.328115259579,1561.4056865985576,0.04078650841346154,-330.52542,171.70973,-11.037483,34.800846,12.75205,8.68803,12.122568,-3.5641239,-6.0120854,6.0227356,-1.3331083,-0.41978273,-7.166472,-8.240531,-14.271836,-4.9378266,-3.4986632,-4.048293,-6.251438,-7.5819416
cla\[cla][cla]0211__2.wav,cla,3.0,0.05140507,794.5584169758166,1142.303892361969,1463.4296123798076,0.03867563100961539,-350.22794,173.15503,-7.6596146,32.97643,21.133139,12.675361,16.135136,2.644729,-12.439123,-1.5894471,-9.971664,-13.242401,-9.691102,-1.65291,-1.3798795,3.109808,-0.9860016,-9.092122,-4.828762,0.87553877
cla\[cla][cla]0211__3.wav,cla,3.0,0.035539363,855.9074926972717,1224.977094529043,1467.4049729567307,0.04699519230769231,-357.40436,179.40283,-10.667055,24.955318,12.853275,7.217552,14.265323,4.6989474,-9.535305,1.4351935,-1.5366969,-8.9949465,-7.9360595,-10.3726635,-13.141532,2.142877,1.6206646,-5.7390375,-7.3140006,-6.813116
cla\[cla][cla]0257__1.wav,cla,3.0,0.043794,862.5570419235623,1205.0656449648818,1471.79443359375,0.04950420673076923,-353.6775,170.17244,-6.1020384,28.305616,16.352911,9.6530485,15.03649,4.1958156,-6.3316903,3.625151,-6.899587,-13.125252,-13.2914295,-4.0202804,-2.0983396,4.9995008,-0.61436486,-7.2675347,-8.095506,-6.8658533
cla\[cla][cla]0257__2.wav,cla,3.0,0.038508926,857.0512459970515,1225.820922582322,1458.7088716947114,0.045785757211538464,-348.3505,179.81406,-11.345844,27.506096,13.5320835,3.8758435,6.410258,3.800413,-10.859782,2.7245657,4.3902755,-3.725473,-3.7566085,-6.6641364,-10.500738,0.32545707,-1.6838945,-8.462187,-8.705001,-8.127119
cla\[cla][cla]0257__3.wav,cla,3.0,0.072987966,944.4445062272611,1191.4399892333076,1684.227764423077,0.057703575721153845,-260.4993,182.2723,-19.780125,30.734882,6.319311,-3.9913466,-7.202804,-10.081868,-22.401506,1.8548685,-3.1872904,-7.792879,-2.5367465,6.087548,3.2846,-4.846396,-9.709798,-8.525719,-3.0135872,4.350212
cla\[cla][cla]0258__1.wav,cla,3.0,0.040711436,1112.90081849038,1218.0155927265453,2072.4051607572114,0.0669208233173077,-313.9668,172.24796,-48.21677,32.056164,6.857944,1.0226145,-3.4910965,-8.263472,-5.7084303,-7.101522,-17.199114,-23.012785,-16.226013,-1.8227122,-0.6439909,-3.3735938,-7.4363966,-7.8538675,-11.18683,-3.9608188
cla\[cla][cla]0258__2.wav,cla,3.0,0.053504657,1585.510686273609,1504.3095421782552,2851.4930138221152,0.10058218149038461,-245.38933,134.07777,-53.349743,28.224884,-2.9567337,-4.367519,-19.39205,-19.181335,-12.517779,5.1481137,3.4956255,-1.9273012,-9.974434,-9.612657,-15.558571,-10.378769,-5.881462,-3.9748623,-6.71207,-9.015927
cla\[cla][cla]0258__3.wav,cla,3.0,0.06868386,1440.8937278637823,1351.3389524142904,2541.663348858173,0.10130709134615384,-240.39099,146.75093,-54.1515,29.8915,-7.340597,-8.200631,-9.001627,-5.874076,-1.1687961,-3.3485787,-16.427895,-19.684595,-14.755289,-2.154557,-0.814193,-5.1278105,-9.237868,1.3337642,-9.453136,-19.927847
cla\[cla][cla]0259__1.wav,cla,3.0,0.04639719,1290.102233627806,1458.4741592873331,2261.4832481971152,0.08700796274038461,-302.23865,151.7286,-20.528297,15.049919,-4.5859723,10.082751,0.44138914,3.0290663,2.8256624,3.9720483,-5.022228,-4.604801,5.3423066,11.070449,-3.31935,-9.790188,-11.416623,-4.328651,-5.9416485,-7.6787543
cla\[cla][cla]0259__2.wav,cla,3.0,0.036657643,1361.829749934311,1699.0786136926667,2442.94189453125,0.06472731370192308,-253.51163,145.8339,-22.025654,18.659105,1.0140796,10.639121,-7.937409,0.72128624,-5.8980546,1.1490396,-9.033482,-6.6287346,-11.34276,-4.0195537,-3.9741118,1.7282872,-3.3161542,1.4651867,-2.0121768,1.8122437
cla\[cla][cla]0259__3.wav,cla,3.0,0.055102147,1306.3064480568207,1630.3665914045523,2362.854942908654,0.06720252403846154,-203.15427,154.65897,-23.946968,19.690434,0.17942528,9.805561,-7.943277,1.5835989,-5.518872,-0.36976948,-8.554887,-2.5176773,-5.518389,-0.36425048,-3.977123,3.0241883,-6.2760763,-4.673756,-8.1438055,-3.1033156
cla\[cla][cla]0260__1.wav,cla,3.0,0.01911606,1527.0905904716947,1521.733831513315,2783.911884014423,0.07278395432692308,-386.98053,120.884766,-52.81498,25.590475,-7.760066,-14.711161,-16.085806,-9.455362,-9.760306,10.092335,8.744557,17.483627,22.176844,18.071453,7.8439894,1.6292814,0.934926,4.7735963,-1.6330562,-8.2143955
cla\[cla][cla]0260__2.wav,cla,3.0,0.021528656,1201.6921559972018,1410.6886704805015,2261.317608173077,0.058101712740384615,-397.31274,144.0927,-38.95471,34.691578,5.341142,-6.951827,-14.225136,-15.052822,-21.795692,-13.442553,-13.754576,-3.8783922,-1.3335273,2.9433894,6.1253047,15.65427,15.489733,9.902408,-1.7900501,-5.346129
cla\[cla][cla]0260__3.wav,cla,3.0,0.03211027,1484.5634345416888,1425.0759020346209,2703.079552283654,0.08253831129807693,-313.90366,129.49153,-64.23771,24.833948,-9.444567,-15.810107,-26.052471,-22.954895,-24.74449,-6.183759,-7.2252607,4.802342,13.325668,11.530016,5.204773,6.7738705,6.070013,11.599918,5.2946115,1.7976614
cla\[cla][cla]0261__1.wav,cla,3.0,0.024700962,922.5253834227129,1154.7788341215612,1367.689678485577,0.07284780649038461,-415.24112,187.64697,0.23915827,-3.2539372,-3.5668232,-7.7289906,-3.5286798,1.2467219,-0.3757316,-6.876428,-29.163933,-32.149017,-17.74316,2.217585,-3.0487595,-10.633353,-4.592827,0.15167184,-13.545634,-16.539892
cla\[cla][cla]0261__2.wav,cla,3.0,0.02762937,867.0172929268983,1142.6364084507568,1425.498046875,0.05576923076923077,-385.82788,184.96301,-9.691014,19.687778,0.958971,-14.559541,-11.386268,-11.61804,-7.161346,-3.2895765,-14.231154,-1.7646663,-8.369821,-15.890013,-12.317268,-5.4844775,-5.7536187,3.0161953,-0.45845115,5.100697
cla\[cla][cla]0261__3.wav,cla,3.0,0.023692647,976.6567842803852,1208.861576229513,1456.6383713942307,0.0954326923076923,-425.24808,173.05528,-6.919014,17.839752,10.258822,1.4937831,7.4930024,-8.711595,-20.870647,-8.5261545,-4.255783,-12.338978,-27.249887,-12.118843,3.148499,5.1496134,2.2899396,-2.810462,-12.672217,12.959634
cla\[cla][cla]0262__1.wav,cla,3.0,0.0457806,1511.3703079563288,1441.862938707039,2783.911884014423,0.09073768028846153,-283.15036,136.84814,-51.332882,38.167126,-3.055078,-11.099702,-20.441948,-11.382938,-15.820551,8.349901,-2.8523118,-0.79523325,-0.8248312,-3.5043283,-2.521264,-7.0144854,-2.5597224,-5.2789974,-7.2195096,-8.562579
cla\[cla][cla]0262__2.wav,cla,3.0,0.036614094,1548.7525576950663,1506.2459844522675,2934.644305889423,0.07441781850961539,-286.4278,126.06394,-60.022587,36.123287,-5.5656605,0.74220467,-12.982329,-5.2414393,-21.92491,1.0637318,-9.417897,-1.6065315,-1.583929,-6.2761474,-6.85747,-6.220579,-3.6472585,-6.2045107,-2.6513872,0.32132018
cla\[cla][cla]0262__3.wav,cla,3.0,0.024024876,1603.103141922373,1403.2460238177362,2784.7400841346152,0.09208608774038461,-350.86646,122.20162,-75.55737,17.258364,-19.210999,-21.539309,-29.682997,-19.056522,-17.621824,-2.2396612,-7.097344,1.0604925,5.18725,3.6195333,5.853617,7.122247,10.355452,10.756047,11.263208,3.176369
cla\[cla][cla]0263__1.wav,cla,3.0,0.041242953,1010.955767406229,1018.5685110335505,1692.841045673077,0.06579026442307692,-359.01263,176.07295,-40.563843,24.375034,-2.3085766,-20.257809,-10.997621,-13.635416,-1.2866722,5.7791834,7.002451,3.4388933,-0.92805976,-6.2648177,-10.036323,-10.80878,-7.879231,0.595505,7.2082434,2.340134
cla\[cla][cla]0263__2.wav,cla,3.0,0.05327544,1053.6095187202502,1007.9832311068824,1704.8499474158655,0.07611177884615385,-351.6774,174.00255,-44.66128,21.789896,-8.659691,-20.475264,-6.705063,-3.5712957,10.650117,7.0794873,-6.793949,-17.555044,-17.347916,-8.027801,2.1899414,6.963434,4.1179676,3.419046,-5.672839,-17.071276
cla\[cla][cla]0263__3.wav,cla,3.0,0.043140266,1127.7156112769403,1044.7184769112343,1839.8465670072114,0.07103365384615384,-358.83234,161.37659,-44.730625,12.003048,-2.8825698,-21.224155,-10.487654,-13.724069,6.243844,17.188168,11.49729,-2.222341,-16.14012,-17.071413,-7.09207,1.4076754,0.18376301,4.687701,14.779898,12.955842
cla\[cla][cla]0264__1.wav,cla,3.0,0.019277245,1069.121204720988,1269.447829477398,1840.4263070913462,0.06407752403846154,-406.76996,170.21371,-15.026599,28.2766,1.4159707,-9.461178,-9.703164,-15.335712,-4.5216174,12.994282,8.744874,14.92569,6.252677,-11.698674,-19.622477,-4.235193,2.79468,-0.65551513,-11.237712,-1.0777969
cla\[cla][cla]0264__2.wav,cla,3.0,0.021656957,1253.8577881699086,1365.651526032601,2253.6981670673076,0.08952824519230769,-341.63528,162.73654,-36.592392,33.26317,4.067184,-1.8972939,-10.43429,-18.23613,-12.431485,4.4580674,0.6647945,3.0890784,1.5609732,0.7467135,-0.4016125,-1.5859193,-9.576505,-3.2288847,-0.7090278,5.6673913
cla\[cla][cla]0264__3.wav,cla,3.0,0.031561352,1307.1295536944276,1448.850073183125,2398.467548076923,0.09315279447115385,-287.2188,159.20381,-36.227654,30.251646,-3.0873969,-4.419982,-2.623128,-3.7584932,0.84981626,5.525058,-11.22138,1.2514294,0.25279352,6.8671985,-1.5852361,-4.5515466,-4.4357305,1.8445328,-4.2462606,-8.343053
cla\[cla][cla]0265__1.wav,cla,3.0,0.02952446,1359.5491531385703,1538.994861901983,2555.659930889423,0.07262244591346154,-282.05084,152.28523,-35.324093,34.067226,-1.6613106,11.015483,-4.3873177,0.05170664,-0.84800756,0.51228404,-7.8430924,0.53773004,2.4712222,2.1211178,-4.3160605,-1.5817218,-1.519912,6.7125545,3.3090613,-2.9690754
cla\[cla][cla]0265__2.wav,cla,3.0,0.026042588,1352.9560079288633,1520.9158364907835,2415.1971905048076,0.06589543269230769,-291.30518,149.79694,-44.22344,16.385946,-3.6198921,9.867319,-3.6085284,-3.5784457,-4.646554,1.6140777,-9.230448,-3.1873188,-0.95129585,-2.244149,-8.288616,-2.2901163,-13.953839,-13.025314,-11.078115,-7.3065543
cla\[cla][cla]0265__3.wav,cla,3.0,0.02598298,1601.6448906091728,1691.79171096836,2913.028282752404,0.09881685697115385,-294.33615,133.66736,-31.990776,26.059465,-2.9979482,9.923563,-1.9637296,-2.4962928,-12.126451,0.60279495,0.45982185,7.408891,-4.534411,0.036802437,3.0943322,1.3702528,-2.6726499,4.6280575,-2.464959,-16.588808
cla\[cla][cla]0266__1.wav,cla,3.0,0.011863085,954.8524140353475,1230.2217377053087,1776.2407977764424,0.048009314903846155,-429.26608,178.71147,-26.88605,36.407593,5.5325513,-0.3599032,-6.6010857,-6.159486,-5.428055,0.2404027,-4.4735193,-3.4575741,-6.6933594,-1.3744918,-2.6564064,-1.4873075,-4.719926,1.4682683,0.22517371,-0.24739051
cla\[cla][cla]0266__2.wav,cla,3.0,0.0125319315,1259.438160083531,1381.0729547595615,2323.6810772235576,0.07715594951923077,-439.57245,150.88107,-27.424635,30.365185,2.729543,2.33236,0.45290363,7.047437,-6.5726357,-7.2755494,-8.121566,-0.8229949,-0.93446773,-3.20201,-5.965302,-2.8670042,-0.7875802,4.1819954,-4.884913,-14.403341
cla\[cla][cla]0266__3.wav,cla,3.0,0.018718466,1291.313598946135,1240.2973403654746,2246.1615459735576,0.09507211538461538,-418.92978,152.56827,-38.07458,20.654749,-10.656736,-6.36955,2.4935613,4.8506775,-9.718921,-25.644648,-32.290405,3.051333,15.741445,3.063909,-9.344577,-8.925841,-9.346278,-11.307847,1.9417261,23.291899
cla\[cla][cla]0267__1.wav,cla,3.0,0.014156254,815.4509421804778,1041.8315317828637,1371.333759014423,0.0455078125,-452.37338,196.94229,-19.683292,7.4603915,2.311882,7.6703663,6.847559,-15.744149,-7.4285035,0.8113108,-14.290849,-4.4420066,-5.7801275,-11.478314,-3.917892,1.8392367,-0.95780027,11.159424,2.972288,0.28670478
cla\[cla][cla]0267__2.wav,cla,3.0,0.047669917,1503.7879460360698,1390.2364854866157,2325.4202974759614,0.10581430288461538,-306.34714,144.02943,-38.790955,-3.2628512,-21.591507,-11.359097,-4.786698,-16.165564,-13.737771,2.4652326,2.9432862,3.4678802,-10.097598,-12.018954,-6.8637414,-1.0472748,4.7155695,14.0591,-6.026071,-5.383374
cla\[cla][cla]0267__3.wav,cla,3.0,0.03517091,1244.9855508706255,1203.0795877736311,2019.069073016827,0.09356595552884615,-382.8473,156.36467,-25.51902,1.8226262,-20.124733,-13.079539,1.2663743,-9.446407,-18.467192,-24.498474,-10.518534,17.060537,13.509458,-3.8120713,-10.738727,-0.60105956,2.9976578,7.013595,7.7119794,6.160177
cla\[cla][cla]0268__1.wav,cla,3.0,0.017075112,1192.4663084284125,1378.162694707465,1918.1942983774038,0.07999173677884615,-421.12216,140.20262,-28.517698,22.157902,5.06883,7.7264614,-6.041847,-10.648777,-17.247269,-6.5939975,-13.205691,-3.949029,1.5745329,7.14936,9.085805,15.702254,11.620685,9.13473,7.3190527,8.082584
cla\[cla][cla]0268__2.wav,cla,3.0,0.031196076,1028.5414360922114,1299.0366690623919,1693.58642578125,0.06592172475961539,-322.80634,177.51575,-13.108605,20.883219,-11.635996,-5.9608407,-9.68987,-1.4975392,0.688068,5.2432804,-9.848956,-4.8056855,-7.26007,0.36552653,-1.55965,-0.049041748,-1.0127188,7.851446,5.366783,-3.7553096
cla\[cla][cla]0268__3.wav,cla,3.0,0.033817917,1126.985270878626,1394.3101833852268,1943.6200420673076,0.07073317307692308,-289.92734,170.54025,-17.982752,23.552053,-10.184536,0.83154744,-9.81955,-7.229222,-10.769137,4.5264707,-2.838387,1.5731056,-2.6568542,-2.334471,-4.7117405,-0.33379072,-1.6096075,-2.8563,-6.036162,1.90233
cla\[cla][cla]0269__1.wav,cla,3.0,0.08968781,1293.3655267179438,1587.5516803564083,2649.246544471154,0.08877328725961539,-225.94128,148.74966,-6.275131,24.426275,-22.434338,-19.011076,-3.3479023,-9.83854,-17.045,-10.974123,-10.090441,4.166413,-15.279398,-8.787129,-5.8343244,-12.8528,-17.203178,-4.569226,-17.725943,-7.0890684
cla\[cla][cla]0269__2.wav,cla,3.0,0.090063184,1080.8255968239914,1371.8170575900451,1925.1511793870193,0.062188251201923075,-214.97357,170.67656,-20.35506,22.8247,-18.778004,-21.617264,-1.977268,-10.828681,-9.794522,-14.263296,-19.192896,-7.3305693,-3.08993,-4.782594,-15.038879,-9.706285,-11.323058,-11.3726635,-15.1462965,-1.1847459
cla\[cla][cla]0269__3.wav,cla,3.0,0.042723227,1315.6576261942575,1656.5816714268174,2410.64208984375,0.06568509615384616,-251.32323,146.41707,-22.704853,19.355854,-15.069518,-24.350052,-8.972988,-16.796564,-15.040124,-12.105889,-11.2181225,-1.8228796,-1.386773,-2.8542166,-6.8143854,-4.612408,-9.376301,-1.1901972,-7.5677667,-4.9112625
cla\[cla][cla]0312__1.wav,cla,3.0,0.02565943,1119.051511127974,1267.2098741729426,1873.4714918870193,0.05807917668269231,-414.93707,142.32259,-44.154312,11.535862,-13.812097,-15.850905,-18.696424,-17.914639,-7.009828,12.567349,8.684435,15.271015,23.818836,21.962294,9.929481,-0.1508495,-5.4268556,-0.4047351,-1.2882535,-9.748123
cla\[cla][cla]0312__2.wav,cla,3.0,0.020055354,944.3985206947291,1250.1726539993479,1687.7062049278845,0.04277719350961538,-432.9603,157.08116,-28.487745,26.742943,-1.1558678,-7.0589705,-16.008755,-20.464329,-15.879926,-12.441368,-19.400454,-3.2769253,3.7264626,6.3139763,9.079183,11.879083,12.509325,9.923744,-0.9438255,-2.5185115
cla\[cla][cla]0312__3.wav,cla,3.0,0.029312229,1120.295856965272,1191.7837659862128,1941.21826171875,0.06171875,-361.1206,157.07738,-54.06272,13.472765,-17.664026,-19.123547,-26.625034,-29.469177,-19.646122,-2.3438299,-5.3772426,6.980293,14.283541,12.249581,9.660561,5.594953,7.4873037,7.293002,6.7196975,6.2306433
cla\[cla][cla]0314__1.wav,cla,3.0,0.040954713,1412.4805615318312,1319.8510258383296,2520.46142578125,0.08209134615384615,-310.19226,128.38522,-77.26981,10.420786,-35.10348,-18.274647,-33.591984,-37.871284,-31.896551,-22.786522,-13.420346,-2.6554573,5.069406,6.562359,5.0441203,2.9534574,6.638209,9.070302,3.9584923,-2.7846997
cla\[cla][cla]0314__2.wav,cla,3.0,0.03965705,1464.5367611581396,1457.6894453493264,2687.0952899639424,0.0768291766826923,-273.96695,137.67482,-51.722202,25.94222,-25.348486,-17.793118,-23.835308,-17.317228,-21.779478,-14.720414,-12.968177,-2.95564,0.65440696,4.497359,1.1409432,0.6027775,-1.5201079,-3.7411642,-10.919431,-6.934177
cla\[cla][cla]0314__3.wav,cla,3.0,0.03657031,1273.3391824979165,1222.591063499204,2304.6324744591348,0.08239182692307692,-309.39038,158.60913,-52.7109,33.297703,-15.754038,-11.99873,-19.628008,-7.580922,-0.5042739,6.862868,-1.3256853,-2.6198037,0.4507965,-3.6774883,-1.3033797,-8.811677,-1.1767672,1.469263,0.659943,-8.289186
cla\[cla][cla]0315__1.wav,cla,3.0,0.010580322,1288.2997232229475,1497.7714723937313,2365.091083233173,0.06575270432692308,-412.95193,141.3325,-41.982655,14.12608,-8.289356,-20.066801,-23.699305,-10.856171,-13.632172,-5.46948,-9.593566,-2.0485554,-0.5232692,7.231319,9.162462,12.127108,4.644719,2.882443,1.0618488,6.199201
cla\[cla][cla]0315__2.wav,cla,3.0,0.0067207874,1066.9000660198888,1425.6181826475342,1972.2757662259614,0.04615760216346154,-492.79306,154.3316,-29.000965,19.018354,0.46158376,-10.178028,-12.334644,-12.827398,-14.156422,-8.84261,-10.355733,-0.53515846,3.2128544,9.968993,7.4732194,5.1505036,-0.07752357,7.115522,4.4958353,2.7800996
cla\[cla][cla]0315__3.wav,cla,3.0,0.030150125,1502.4401863525018,1574.2999043285852,2664.2369666466348,0.09252554086538461,-314.7665,131.62556,-40.02591,16.159601,-8.084227,-11.091582,-14.904408,-0.8339468,-8.837489,-8.397052,-18.24345,-8.157058,-1.7642038,2.0023263,-0.58571005,0.66006327,-2.926706,-3.62431,-2.5205925,4.018855
cla\[cla][cla]0316__1.wav,cla,3.0,0.07492921,1187.1371061208185,1151.6346290018096,1946.0218224158655,0.08602764423076924,-233.74042,179.21806,-47.69005,2.6445422,-22.152205,-23.833817,-19.592484,-20.741564,-11.977228,4.5170016,-3.0876355,-13.065234,-4.729748,-3.247215,-6.7643695,-0.37310573,-8.346649,-5.743914,-2.8853836,2.4458253
cla\[cla][cla]0316__2.wav,cla,3.0,0.06854425,1261.918128227748,1225.1550023174448,2033.8938551682693,0.0856182391826923,-246.53603,165.62944,-49.700752,9.71809,-20.63644,-20.319647,-22.171946,-25.140844,-11.136416,5.0620904,-10.260327,-13.249833,0.09487821,6.2970085,-6.364465,-6.14671,-6.928958,-1.1647549,-11.737117,-4.6158056
cla\[cla][cla]0316__3.wav,cla,3.0,0.04368659,1173.1469115602588,1162.8484479191322,1951.4879432091345,0.068017578125,-321.58334,161.30363,-47.17916,12.511856,-11.427177,-19.259575,-22.780464,-35.93649,-20.899857,0.35820958,-0.57530975,-1.644908,10.3759165,13.467925,-8.356954,-16.209898,-12.692999,-4.7210517,-4.432284,-6.2741303
cla\[cla][cla]0322__1.wav,cla,3.0,0.06678451,1066.313301452934,1101.3710584890218,1642.0723783052886,0.07484600360576923,-318.5345,172.04427,-27.90134,24.177313,-4.5685544,-6.648395,-5.979384,3.9335563,16.605988,18.798475,2.4388633,-16.770926,-21.264175,-10.674831,-0.8841215,-1.3746139,-2.267412,3.0513217,6.4222608,-2.0473788
cla\[cla][cla]0322__2.wav,cla,3.0,0.03057664,1122.0000927108622,1167.7285856139995,1847.6316481370193,0.07439152644230769,-363.40637,174.01036,-34.868492,20.721039,-2.7979815,-5.309727,-11.101873,0.81887245,11.127073,15.024583,-2.9609628,-11.20705,-11.449334,-7.6962924,-4.899416,-0.7181352,0.069344446,0.11715346,-4.096275,-2.633598
cla\[cla][cla]0322__3.wav,cla,3.0,0.028585657,861.6327871635292,1180.6637527197058,1473.6992938701924,0.041943359375,-354.95242,188.07759,-16.839104,33.199924,3.5072534,-6.8777785,-10.264652,-8.193765,-6.619109,0.010052431,-5.773239,2.177438,1.4124061,1.2504334,3.1815689,7.6847167,0.36246902,-0.86826676,-5.793431,-6.0509963
cla\[cla][cla]0323__1.wav,cla,3.0,0.037985682,1335.9025647545286,1265.6531538701825,2225.042442908654,0.06977914663461539,-377.5455,118.463615,-61.917313,8.046396,-21.953556,-28.640366,-29.12713,-20.199928,-6.455642,11.1974125,11.600173,17.763119,14.455189,8.9601345,-0.3763699,1.3547096,6.8160005,0.36441743,-5.9324903,-4.848298
