filename,length,chroma_stft_mean,chroma_stft_var,rms_mean,rms_var,spectral_centroid_mean,spectral_centroid_var,spectral_bandwidth_mean,spectral_bandwidth_var,rolloff_mean,rolloff_var,zero_crossing_rate_mean,zero_crossing_rate_var,harmony_mean,harmony_var,tempo,mfcc1_mean,mfcc1_var,mfcc2_mean,mfcc2_var,mfcc3_mean,mfcc3_var,mfcc4_mean,mfcc4_var,mfcc5_mean,mfcc5_var,mfcc6_mean,mfcc6_var,mfcc7_mean,mfcc7_var,mfcc8_mean,mfcc8_var,mfcc9_mean,mfcc9_var,mfcc10_mean,mfcc10_var,mfcc11_mean,mfcc11_var,mfcc12_mean,mfcc12_var,mfcc13_mean,mfcc13_var,mfcc14_mean,mfcc14_var,mfcc15_mean,mfcc15_var,mfcc16_mean,mfcc16_var,mfcc17_mean,mfcc17_var,mfcc18_mean,mfcc18_var,mfcc19_mean,mfcc19_var,mfcc20_mean,mfcc20_var,label
E:\LICENTA\IRMAS-TrainingData\gac\[gac][jaz_blu]0641__2.wav,66150,0.2424316,0.08758682,0.064218625,0.0017566187,730.0152949772278,25718.53459750784,1279.8380561815404,67942.83114556184,994.6683443509615,173924.83422742088,0.03099834735576923,8.010583516408706e-05,0.21562384,0.03683969,99.38401442307692,-331.36813,1639.8275,159.30423,167.96692,28.47753,189.76324,32.93124,66.233116,21.675356,54.54761,8.26792,51.900127,-7.9534736,40.51847,-15.15549,38.8468,-13.285034,31.15636,-9.625355,37.14006,-10.0014,91.957634,-4.557758,84.89383,-2.9059782,24.859224,-7.9949594,38.132385,-2.7743127,57.119854,3.65364,103.61133,-0.9042959,36.705326,-5.92055,133.12993,-16.743217,135.59702,-19.812502,52.87668,gac
E:\LICENTA\IRMAS-TrainingData\gac\[gac][jaz_blu]0641__3.wav,66150,0.21904449,0.081464484,0.07442511,0.0010390509,592.6565078326865,17045.16031556837,1102.714684317969,63678.19334276452,772.0481520432693,98092.05359171129,0.027828275240384615,3.72061221557256e-05,0.20458266,0.041479267,63.02400914634146,-346.19598,2192.587,178.6493,215.94426,32.88039,296.99365,19.867544,92.27696,23.649302,58.67259,13.059175,55.773354,0.6006642,22.526089,-2.4999979,19.638578,-6.335674,18.142605,-6.591454,35.15427,-11.246817,27.790035,-11.392721,34.499233,-7.784561,42.969112,-7.6288595,18.451902,-8.754085,48.34695,-0.37265003,54.333115,5.2935576,32.844204,-2.3751507,25.744617,-12.136435,42.809853,-8.779125,30.345486,gac
E:\LICENTA\IRMAS-TrainingData\gac\[gac][jaz_blu]0660__1.wav,66150,0.24822153,0.092852235,0.086456396,0.00045856452,1322.3073279857635,169431.2381412725,2247.858158605903,180192.54086983576,2884.37255859375,3385652.4122206066,0.03409705528846154,0.00011714105775370401,0.24134623,0.025085332,103.359375,-250.34973,2537.9282,117.53987,335.86954,56.29583,472.9171,29.262827,157.96573,9.016737,57.697205,12.121929,78.07141,-2.6851842,54.792084,1.8768555,33.314182,-9.680655,51.228355,-0.5553819,73.72737,-8.357328,83.196495,-0.9433401,57.832928,-5.5405216,48.07776,-3.5586264,79.202194,-0.39765677,120.00896,-2.1986802,119.14726,-9.156414,59.480663,-2.0049846,59.825127,-7.7624083,46.872726,-0.9077605,38.806797,gac
E:\LICENTA\IRMAS-TrainingData\gac\[gac][jaz_blu]0660__2.wav,66150,0.2634205,0.08923702,0.08983853,0.0007091705,1536.544197863335,161263.6705864119,2358.4747833487722,160490.16654757175,3558.1961763822114,2712040.101181861,0.04129356971153846,0.00019612656542535365,0.2589587,0.016273716,103.359375,-213.7381,2671.9697,113.547,385.91193,40.959778,497.86588,26.641342,102.14095,9.847962,50.265186,13.324476,121.50833,-6.9879565,45.188145,-2.7432828,51.797337,-10.870195,74.616165,-1.6088068,50.35102,-6.6753473,29.462027,-1.4384615,43.176376,-7.8645897,53.43029,-8.445635,53.835007,-5.191855,40.13336,-2.3233314,53.93372,-3.6616666,24.957403,1.8894105,25.876287,-0.3922592,47.08775,6.912578,119.54033,gac
E:\LICENTA\IRMAS-TrainingData\gac\[gac][jaz_blu]0660__3.wav,66150,0.27012688,0.09349705,0.082922295,0.0006478682,1631.5628958468913,198444.69473289605,2497.188055441259,173439.8076224394,3960.701434795673,2944910.587681151,0.042405348557692304,0.00011198139754978157,0.25826252,0.0166338,103.359375,-218.79102,1828.0992,109.91241,451.99332,48.484516,286.98242,22.808083,89.238525,11.987519,69.33018,11.901026,130.2936,-5.721982,73.99547,-0.8370696,43.641014,-7.526674,68.212006,-0.46939626,50.367313,-6.228805,59.9417,-1.4952897,79.89225,-3.4896443,88.21498,-0.58890873,107.478546,0.05314472,87.72447,0.09783284,68.07632,-5.8618803,55.838745,3.5206933,54.116226,-5.3415256,47.97209,2.2465966,136.41447,gac
E:\LICENTA\IRMAS-TrainingData\gac\[gac][pop_roc]0520__1.wav,66150,0.34350008,0.09055578,0.05567998,0.0011318846,2490.0442636093376,347655.16920381796,2768.0857007317895,71303.60859073172,5802.866962139423,1341574.3524930887,0.083349609375,0.000982818786914532,0.26640722,0.012360522,143.5546875,-211.64735,6856.6895,72.64237,354.07513,20.247438,58.669582,40.49907,49.137917,8.390747,64.11644,15.127696,49.035027,-4.4129987,65.60117,4.37805,67.985794,-6.2547774,51.85,2.098161,59.611355,-4.576376,47.430355,-3.526709,35.52573,-11.638195,29.680468,-4.4584236,34.863274,-7.7215734,29.36418,-0.5178535,40.510784,-3.560737,48.87267,0.70773363,52.776127,-4.214256,26.237406,1.4524356,25.61626,gac
E:\LICENTA\IRMAS-TrainingData\gac\[gac][pop_roc]0520__2.wav,66150,0.35870266,0.08914769,0.059722878,0.0018968196,2413.337396128386,511897.34676523233,2727.4948073903065,128626.96876846252,5617.847055288462,2417157.748919126,0.09150390625,0.0018404212364783656,0.25309902,0.019274214,135.99917763157896,-207.26804,8385.157,78.16492,425.51675,20.49974,97.6385,38.424747,89.087654,9.996069,89.557915,12.027381,50.32908,-4.26775,59.00232,2.3376873,70.284134,-5.123552,49.149773,2.8971257,33.090008,-6.732034,25.668823,-4.3500795,40.398205,-10.0086355,30.76256,-2.2583544,21.806963,-6.847853,30.940054,1.4638507,38.304924,-0.25324935,56.737926,1.0557739,58.420517,-2.689421,43.71301,3.2913976,25.069258,gac
E:\LICENTA\IRMAS-TrainingData\gac\[gac][pop_roc]0520__3.wav,66150,0.36068064,0.08779847,0.06258686,0.0014561027,2623.9898000883377,302859.6639060219,2830.1347243231417,46856.73653748526,6067.9738206129805,858839.6667305888,0.09576322115384615,0.001023582368207401,0.27351186,0.008524602,143.5546875,-194.75333,5860.7925,69.51587,304.1029,19.922445,49.751556,40.938446,38.027466,8.32086,58.025703,13.617841,56.08923,-5.516889,58.258797,4.148517,97.413536,-4.589083,45.220318,1.5247171,39.452282,-5.453967,42.67898,-4.470348,32.96207,-9.771535,30.078997,-1.0636474,42.09413,-5.474552,23.386866,-0.23573339,22.432043,-2.5961645,60.107067,1.5063676,40.139378,-4.2095976,23.862736,0.8901161,34.22226,gac
E:\LICENTA\IRMAS-TrainingData\gac\[gac][pop_roc]0521__1.wav,66150,0.24155149,0.08658685,0.058969688,0.00033300216,1493.3557655956492,100991.11905073067,1856.3172414423093,64380.33355668985,2997.835975060096,730961.159027575,0.06811147836538461,0.000565228998308351,0.19011255,0.047190554,67.99958881578948,-243.37712,1837.0421,111.59395,311.25317,-21.973276,211.40953,27.523586,112.945404,9.504734,177.01541,15.114883,99.29616,3.5580492,79.2172,-5.210837,71.17397,-14.088888,28.1276,-1.105437,44.847633,-7.1929216,99.15137,-3.0071929,116.68918,-2.3920033,50.282894,-4.2466235,102.45106,-10.252023,76.0843,-2.3181522,53.4873,-20.57109,41.564907,-12.12754,75.79297,-2.242919,116.78361,3.269244,91.27542,gac
E:\LICENTA\IRMAS-TrainingData\gac\[gac][pop_roc]0521__2.wav,66150,0.3222691,0.09065275,0.061601404,0.0003158009,1132.4949274131397,67841.4254449989,1720.5768985536092,36115.59412147279,2167.234074519231,611928.4568974252,0.04088040865384615,0.0002416354523607965,0.19400008,0.0456973,172.265625,-255.89227,2445.8826,132.84886,195.11295,0.5333952,207.23747,31.244411,182.99057,1.8260859,81.7398,14.790297,33.27622,5.373361,61.131668,-0.8490252,19.83919,-15.632567,39.23959,-4.844157,15.618981,-10.054892,45.616863,-7.563251,31.438969,-8.284835,52.203003,-3.9129794,30.830252,-5.7087803,43.655647,-1.4894097,37.335667,-15.113812,46.26692,-15.269037,69.45286,-12.946651,40.411884,-8.340892,37.668953,gac
E:\LICENTA\IRMAS-TrainingData\gac\[gac][pop_roc]0521__3.wav,66150,0.31402835,0.085925974,0.07698682,0.00028436902,1371.3286079311617,115355.39817134655,1718.4242229472397,63444.57605022959,2672.4361478365386,739482.1150484874,0.05797025240384615,0.00034097897230520757,0.1897586,0.047325008,161.4990234375,-216.72798,2264.763,123.905014,614.1881,-26.555231,251.33315,28.768171,147.18283,11.965953,123.18456,10.710629,83.223854,3.918003,77.546196,3.1131861,80.9419,-3.4935327,120.67577,-0.5864111,55.892353,-15.473907,234.8741,-11.399353,79.22652,-1.7498432,98.6826,-4.2615523,38.694912,-10.170753,55.45215,0.36300942,51.958668,-17.484606,43.846523,-7.1430535,47.836773,-5.086077,41.665134,-6.025105,115.02855,gac
E:\LICENTA\IRMAS-TrainingData\gac\[gac][pop_roc]0522__1.wav,66150,0.18388999,0.07904065,0.17077662,0.0030626678,2598.2160357943726,297780.4194879364,2651.926742583432,90208.38089543511,5723.276930588942,1480859.777990354,0.10519456129807692,0.0006320439993277103,0.20546941,0.04111565,184.5703125,-115.38359,2112.074,61.169163,332.32648,8.995149,154.29768,25.62607,105.62447,4.6362653,54.488613,14.451837,28.305975,11.094212,45.587086,9.615998,46.935955,-15.846796,41.072514,-15.387234,32.988358,-20.22909,55.314354,-1.5584536,69.54885,8.4356575,103.564156,15.7762785,64.72914,-2.9317682,115.63445,-8.667221,69.85916,-16.28812,105.02114,-4.619238,90.15983,5.899982,70.80098,5.722324,125.6746,gac
E:\LICENTA\IRMAS-TrainingData\gac\[gac][pop_roc]0522__2.wav,66150,0.21819218,0.07904552,0.1423662,0.0023579993,2329.03693037777,285599.735046422,2519.439412016965,96358.5822551283,5189.750413161058,1430448.2581749822,0.10268930288461539,0.0008227856201533031,0.22645548,0.03205125,172.265625,-117.85924,2106.763,77.63403,545.7437,5.641525,135.48494,26.351957,90.0798,3.1629148,70.88394,12.347245,54.467308,4.056823,103.41633,10.583913,43.459293,-10.767811,50.90378,-8.97025,108.81545,-18.5021,114.27088,-7.0771217,130.56113,-2.980133,194.71692,9.3309765,132.45332,-0.9324681,161.32932,0.3218621,121.03989,-8.618469,108.24674,-2.608218,67.87398,0.21258357,203.42287,3.5138438,116.655365,gac
E:\LICENTA\IRMAS-TrainingData\gac\[gac][pop_roc]0522__3.wav,66150,0.22135846,0.08054987,0.13968101,0.002267073,2449.9564242812994,310540.64230032533,2577.6119179464617,112171.60901967146,5381.892841045673,1633015.137758516,0.11238731971153847,0.0009153848004764355,0.22471677,0.0328357,92.28515625,-117.83586,2301.5654,71.93661,474.87466,8.2041025,138.50871,28.871908,91.729774,3.886788,50.35812,13.067364,99.880585,7.9722958,127.61734,13.07213,50.467903,-8.657552,44.719418,-10.93082,96.44951,-19.62127,78.815926,-7.1317496,163.67142,-0.9996345,254.88026,8.979832,137.83609,1.3170553,178.10527,1.7960719,130.98978,-8.754058,105.70874,-2.4708924,62.19955,0.1874244,228.52074,4.6178746,105.551384,gac
E:\LICENTA\IRMAS-TrainingData\gac\[gac][pop_roc]0525__1.wav,66150,0.2652451,0.0885758,0.01434379,6.764828e-05,678.186314410943,37391.135065563125,1419.035339179325,92263.44239039677,699.6634615384615,234291.53866937172,0.02552959735576923,2.43562354138617e-05,0.20706694,0.04045661,151.99908088235293,-522.3922,942.9637,157.33435,173.6467,53.40445,151.02411,32.07038,39.201366,19.87605,33.04369,7.0740404,49.19453,-1.7526846,46.305664,-3.9741464,35.52611,-11.658887,31.6168,-13.387842,34.701,-13.279102,55.394497,-6.1551576,40.545536,-6.5157723,27.211063,-4.4245224,19.851303,-4.638409,24.346514,-0.52271223,21.532587,-6.3893166,14.449092,-4.6296062,26.401514,-7.17226,40.03339,-9.990445,22.447357,gac
E:\LICENTA\IRMAS-TrainingData\gac\[gac][pop_roc]0525__2.wav,66150,0.29747036,0.091914915,0.02311874,0.000250627,645.0357868308203,20468.029314232914,1252.2877988135488,74539.60558341097,766.4163912259615,117604.61932681722,0.024237530048076925,2.7311779338227223e-05,0.17562442,0.0524894,161.4990234375,-457.4923,4459.155,175.24742,479.05524,43.33679,386.83405,28.104912,170.15085,15.462773,32.237087,1.5417004,68.72782,-2.2657619,41.68273,-2.2296016,18.167593,-10.442466,33.009083,-10.373086,38.763878,-5.059031,18.631193,-4.9986825,25.909815,-11.630195,63.990646,-10.543886,40.109165,-5.367521,24.387045,-0.3878038,29.799955,-2.58643,29.431137,-1.0165997,36.21718,-2.491653,29.8575,-13.429734,20.282295,gac
E:\LICENTA\IRMAS-TrainingData\gac\[gac][pop_roc]0525__3.wav,66150,0.30662212,0.09138032,0.01384325,2.3038698e-05,685.8979673862195,23415.581252402815,1379.3604473116595,56546.415622777335,765.5881911057693,160572.42017751612,0.026085486778846152,2.487940195749497e-05,0.19153889,0.04664618,135.99917763157896,-489.28934,779.3218,165.46118,228.01932,47.02524,153.78815,35.440586,51.49693,13.389636,67.633064,0.94367135,22.834166,-3.2236822,37.182327,-5.1556234,31.027418,-13.569875,39.133373,-14.457525,45.953907,-11.871031,19.288155,-3.8182244,19.74931,-6.373791,35.693867,-2.8386118,18.777546,-3.8835204,24.516665,-4.9802003,18.861814,-9.979365,19.51635,-3.5286696,48.146137,-4.9218426,37.640556,-6.614934,34.229126,gac
E:\LICENTA\IRMAS-TrainingData\gac\[gac][pop_roc]0534__1.wav,66150,0.28115785,0.085959256,0.041799236,0.00036909923,1071.33344420796,76850.31813100027,1781.8931076437889,95407.32436659944,2065.116999699519,689007.3058155514,0.03594125600961538,0.0001352401739041481,0.2000831,0.04330008,184.5703125,-317.10187,1606.9786,130.29448,277.62607,20.358221,54.514355,37.320553,116.87376,7.29336,77.16172,12.061288,61.73989,-0.15438138,44.730415,4.811022,29.073378,-0.15856089,88.8221,-1.6918819,59.38094,-2.1163945,61.937874,-5.7072716,53.873333,-13.83967,55.238346,-1.9229157,42.13361,-4.46701,30.421701,-1.9065642,66.64423,-11.518102,59.90409,-7.337761,42.758972,-5.7270217,50.754704,-4.6671925,63.842834,gac
E:\LICENTA\IRMAS-TrainingData\gac\[gac][pop_roc]0534__2.wav,66150,0.3169177,0.088265456,0.033230353,0.00014067515,1125.8462749793096,143871.11079704014,1818.0632174011103,143758.53958279025,2305.2950345552886,1300675.5538320045,0.04087289663461539,0.0002866871399286936,0.20896406,0.03966736,184.5703125,-325.86694,1609.5308,134.05708,525.43274,19.51045,74.2154,36.695328,93.702385,4.5022697,71.25343,12.353649,56.95072,4.3332944,42.653725,5.0883074,44.77353,6.2899237,79.00403,1.3539,38.52017,-5.4190736,87.18522,-5.896088,42.493652,-9.336296,40.58308,-1.955188,68.66833,-3.996227,43.274673,-1.2360059,79.786156,-8.344282,43.649532,-5.375067,65.96797,-6.2734995,38.834106,-5.174229,105.56681,gac
E:\LICENTA\IRMAS-TrainingData\gac\[gac][pop_roc]0534__3.wav,66150,0.30319867,0.091456234,0.04305238,0.00014434499,1325.314129892587,341685.83954309387,1977.4463272083565,228878.0126659007,2897.955040564904,2586664.1422400465,0.04622521033653846,0.0007854916075982992,0.21251592,0.03817032,80.74951171875,-288.37332,2095.8132,122.32132,834.1756,17.349487,346.01273,38.02998,141.04062,9.027914,58.1303,15.207936,35.70134,2.4928546,56.05316,5.8787355,33.130943,8.737785,104.77539,3.1100948,41.13692,-8.913673,71.15532,-10.1215105,49.11549,-8.1261835,72.93935,-2.3966978,38.404182,-7.9860296,43.27695,1.0340518,31.78886,-6.499876,33.147808,-4.8508496,56.08508,-5.188051,50.18033,-1.7049687,51.41924,gac
E:\LICENTA\IRMAS-TrainingData\gac\[gac][pop_roc]0537__1.wav,66150,0.24258609,0.08854704,0.12337347,0.00064462377,1174.690945237456,103529.48172091108,1687.2952197651557,144297.72420757264,2447.7454552283652,787229.8479603945,0.041650390625,0.0001730465888977051,0.19262338,0.04622957,95.703125,-191.49477,1866.457,132.95024,516.6733,-6.926758,227.00006,41.26329,122.53176,9.336516,34.931976,20.63835,45.160213,2.6682773,75.65167,-0.67195296,69.78028,-12.114589,61.687206,-1.2544845,35.59273,-6.0797544,48.18324,-6.658631,63.90078,-8.683224,34.46571,-5.7666793,24.0527,-5.1542425,37.124138,-5.000766,44.011124,-10.144633,52.15755,-8.582882,72.91225,-4.26941,45.527374,3.1958103,91.92826,gac
E:\LICENTA\IRMAS-TrainingData\gac\[gac][pop_roc]0537__2.wav,66150,0.2802376,0.081977,0.099128194,0.00085443124,1173.3915927629928,118245.09156823161,1664.8346555325547,152459.99762255946,2479.7967998798076,824521.2252709992,0.04962439903846154,0.00041224457103119805,0.18235783,0.050078955,95.703125,-208.94868,1400.5444,134.31165,643.6482,-8.483148,254.78864,43.982895,138.76854,10.444437,53.505085,25.798058,48.182625,12.76392,37.95565,1.26263,79.37928,-13.450488,102.71655,-1.0721717,47.683872,-8.518713,48.490223,0.59765345,39.88206,-5.3909736,17.136309,-6.4944787,27.09104,-0.30478165,63.335,-4.284609,49.153683,-9.340113,37.038437,-6.0278068,48.513332,-5.671725,36.90317,1.0753244,34.686707,gac
E:\LICENTA\IRMAS-TrainingData\gac\[gac][pop_roc]0537__3.wav,66150,0.26750413,0.080816574,0.096977785,0.00083739654,1091.5616606457536,131076.11623986432,1573.6473833866478,146661.0137042548,2248.8946063701924,759340.1077987173,0.04469651442307692,0.0005265131504577997,0.17211065,0.05371126,95.703125,-230.47897,1719.2383,138.23503,779.7474,-9.71979,355.053,45.020046,144.34715,12.516586,77.05416,28.29363,46.49352,15.463839,44.224453,0.42083105,83.68993,-14.163448,46.43142,0.6043148,126.44234,-2.2436965,53.357235,-0.5661168,65.67297,-5.274996,21.156523,-5.169862,37.579758,-1.2983923,46.901188,-2.5822263,34.317722,-9.393423,27.72696,-7.0075064,74.40113,-1.481811,93.35144,-0.22133273,46.261993,gac
E:\LICENTA\IRMAS-TrainingData\gac\[gac][pop_roc]0541__1.wav,66150,0.2632877,0.09018713,0.025606167,0.000105190964,1762.3949178584453,102979.83009343976,2579.6892947924825,51792.92988167048,4531.828237680288,1002992.6705638686,0.039366736778846154,0.0001711561693947696,0.17996487,0.050945982,123.046875,-331.36017,316.9837,93.438736,92.51412,31.209635,49.841816,37.991047,29.241455,14.358858,29.042439,9.561634,22.03528,-3.2339585,24.777079,3.5236738,20.44727,-6.9703164,26.916292,-3.4501996,27.736448,-11.469398,23.433912,-3.583651,29.006237,-14.190984,25.409098,-7.5037704,27.14435,-13.353649,14.106543,-4.655081,14.83681,-4.3666825,27.061918,-0.6656731,16.77168,-14.31996,17.759592,-15.91998,15.603058,gac
E:\LICENTA\IRMAS-TrainingData\gac\[gac][pop_roc]0545__1.wav,66150,0.3937407,0.071613275,0.13050537,0.0015264218,2771.419501365631,289531.2338940739,2789.808274557051,69073.83190791197,6171.4988356370195,1420169.2665879193,0.13607647235576922,0.002147135494728766,0.25054088,0.020562595,112.34714673913044,-80.331055,1352.0419,66.21155,313.84024,7.369135,97.03143,32.851055,67.76444,5.505736,37.58288,9.337668,60.68949,3.1007526,59.97588,6.968979,48.780483,-2.1542814,79.926956,-0.67142695,42.407063,-11.83621,60.54493,6.1947155,52.85193,-10.127924,28.17446,1.7423457,28.95488,-7.1880507,39.46504,-1.7303104,40.349476,-11.35468,47.53488,-4.3055873,56.599598,-8.472109,34.72036,-8.795916,32.12928,gac
E:\LICENTA\IRMAS-TrainingData\gac\[gac][pop_roc]0545__2.wav,66150,0.4171587,0.07644493,0.13095911,0.001187973,3105.1554391559544,510026.21477321803,2918.3378765933585,82799.58510388107,6845.156813401442,1993446.7451688454,0.17640474759615385,0.008661747035190199,0.24511504,0.023251956,143.5546875,-77.585144,1357.3368,56.091442,466.7412,7.0342813,75.81061,24.106483,85.79066,8.822275,36.13999,6.8327,54.88844,0.21928555,74.971924,6.7749557,63.824093,-0.6484995,64.945114,3.4962032,51.045246,-3.95163,51.78533,2.774735,46.69059,-5.904444,42.560085,3.526442,54.15199,-9.949322,53.677937,8.947636,72.04337,-7.4224787,52.58589,0.7461985,65.567955,-7.145104,94.64802,-7.370721,45.052246,gac
E:\LICENTA\IRMAS-TrainingData\gac\[gac][pop_roc]0545__3.wav,66150,0.41567796,0.08081054,0.13979627,0.0010616103,2605.873133521729,418502.7007553568,2648.889357061025,109844.76317986676,5685.014085036058,2134740.7437055423,0.12463942307692308,0.0043370230522381484,0.24127276,0.025120791,143.5546875,-82.0354,1191.5969,72.2603,632.13293,-2.3136756,163.49586,30.705444,83.46276,6.986772,49.429462,9.652741,46.84575,1.8295828,50.855213,6.9047794,66.02306,-2.6976817,83.107635,0.76001704,62.241013,-3.3903046,49.540085,11.079917,35.635868,-8.167813,39.490234,0.79178286,51.02165,-9.851682,42.016506,0.66170865,56.394695,-9.702133,41.027397,0.27715477,58.2026,-7.0326624,57.54387,-3.5343018,38.605007,gac
E:\LICENTA\IRMAS-TrainingData\gac\[gac][pop_roc]0546__1.wav,66150,0.25622237,0.08257549,0.08317737,0.00025388884,1160.5361429104607,109848.27249758871,1800.4834190923639,132977.83973445406,2430.5188927283652,1002556.2362882866,0.03388296274038462,0.0001029546303156565,0.22198166,0.03405748,151.99908088235293,-235.20091,1360.0754,127.41208,414.40607,2.6342714,123.37162,42.295387,109.64477,18.629684,74.31901,17.293259,53.326305,0.45793134,29.734411,1.8842263,37.542824,-14.427896,60.209538,-5.00132,66.395645,-10.884713,34.202568,-4.489762,26.55841,-7.0651264,26.844587,-9.704523,44.180046,-12.2608185,46.789043,-9.334966,22.72161,-8.334483,39.148064,-4.881685,78.65242,-8.140021,70.39041,0.5694413,78.21194,gac
E:\LICENTA\IRMAS-TrainingData\gac\[gac][pop_roc]0546__2.wav,66150,0.29044595,0.088906,0.06569695,0.00037882503,1404.9390565672043,136557.53442227183,1980.827047563141,132032.98226834254,3031.3780799278848,1208707.401294539,0.04799429086538461,0.00029152887107352537,0.23123863,0.029862022,95.703125,-226.40726,1391.5211,122.75388,328.19495,1.8703308,219.36192,39.119514,79.136154,14.7381525,41.27393,13.038667,32.096855,-4.113652,51.567947,4.140853,86.273994,-6.230106,50.033123,-4.5615835,57.749924,-8.879195,35.1686,-0.7758631,41.575203,-5.004617,14.851041,-8.573684,40.8214,-7.619358,47.611134,-3.2536683,34.663605,-2.7165794,46.048077,0.6307467,135.35527,-9.394019,76.56761,0.5580667,49.537476,gac
E:\LICENTA\IRMAS-TrainingData\gac\[gac][pop_roc]0546__3.wav,66150,0.23783378,0.074151956,0.058636263,0.00014670096,1533.6768739504364,170401.73119644192,1929.3935363460896,173560.9689487342,3223.2720477764424,1457310.956572252,0.07021859975961539,0.0004312738864379521,0.23734751,0.026999496,89.10290948275862,-214.50687,1045.7192,129.51743,510.05408,-2.974492,252.41347,35.860756,76.94977,0.06217041,44.79296,0.7676446,115.76664,-19.23476,75.64336,-0.18017977,83.28216,-1.6426438,37.56393,3.9467661,96.10266,-3.2351642,35.557262,-4.6092916,80.20364,-1.3181251,71.65813,-6.515864,39.559628,-7.532115,41.655373,-1.200655,57.614143,-5.7054143,42.119835,-1.5006545,46.303307,-8.916068,37.720592,0.027241986,69.701805,gac
E:\LICENTA\IRMAS-TrainingData\gac\[gac][pop_roc]0547__1.wav,66150,0.36728966,0.08067571,0.11011526,0.00039962612,3106.4006592500864,356241.18441487965,2962.518105631061,70874.91291484283,6780.391564002404,898049.2545806798,0.14776893028846153,0.0020484819355801012,0.2433611,0.02410871,151.99908088235293,-84.05673,455.0642,61.966713,229.12344,18.106503,126.91361,22.852186,90.944786,-2.056764,59.652496,15.602132,50.574654,-9.73997,22.269056,2.4473922,34.991367,-5.7397966,45.48171,4.396588,49.55761,-4.3229346,31.294062,-3.6615288,41.689842,-2.493269,62.730198,2.318944,31.669651,-3.9790006,34.66033,5.903265,32.958744,-8.783141,32.7378,-0.6844773,46.506424,-5.924017,54.26916,-2.9997907,32.95682,gac
E:\LICENTA\IRMAS-TrainingData\gac\[gac][pop_roc]0547__2.wav,66150,0.3634914,0.078119844,0.11342492,0.0004370993,3081.287814506532,431576.3085048622,3013.099108008737,95877.6617072185,6847.724233774038,1230405.6502946028,0.12432016225961538,0.001470230161791017,0.24669334,0.022475727,143.5546875,-92.74244,643.1953,62.250637,323.6789,20.178598,180.10117,27.234833,72.07805,4.4800453,66.144135,14.85375,31.33295,-4.150785,52.47899,3.7155185,30.531866,-6.369588,34.519646,4.4941683,37.96289,-5.5769534,43.76328,0.45871663,42.50407,-6.023755,27.078691,-2.5399048,22.510292,-8.555158,27.51563,-2.1783903,19.723812,-13.245505,29.330547,-5.5075374,42.17929,-5.875905,36.239017,-3.7158396,44.65508,gac
E:\LICENTA\IRMAS-TrainingData\gac\[gac][pop_roc]0547__3.wav,66150,0.40747204,0.079044655,0.089833215,0.00072817825,2909.920097888844,947382.3565470423,2864.2389510620733,256351.88984734612,6233.034104567308,3683999.0078450656,0.14211989182692308,0.004952400478385609,0.24461322,0.023497704,112.34714673913044,-132.19353,4009.076,71.9406,1283.8248,24.100834,208.66518,25.697247,100.889915,5.8983197,88.27765,20.263113,35.769432,-4.596095,59.239098,-0.3706444,45.578,-9.993617,21.392742,3.114723,51.69628,-1.1256694,27.110657,2.0031495,43.26123,-1.947371,68.85706,-2.1136858,30.385487,-4.069851,41.64834,-0.7956045,23.813934,-10.302619,31.423086,-0.6273035,42.69381,-6.2686133,68.99126,0.90236324,45.127983,gac
E:\LICENTA\IRMAS-TrainingData\gac\[gac][pop_roc]0550__1.wav,66150,0.27526388,0.08623001,0.015485969,4.2114305e-05,2436.356714280045,414842.8430332111,2249.7133633033955,112790.33331475008,4872.218487079327,1113016.7993874592,0.1355656550480769,0.005528923195494702,0.21988338,0.03498463,184.5703125,-351.8401,8929.817,67.98746,805.74506,-17.585491,361.61884,35.77975,205.07655,-15.73781,229.65779,12.992032,96.128654,-4.406248,120.92484,7.1113997,55.138897,-13.8071785,67.76944,-8.05095,78.65915,-9.107766,101.56466,-8.898273,180.51245,-12.024416,37.856014,-6.4330673,105.28233,-14.280232,70.81678,4.619039,157.59819,-1.270974,250.09708,3.0659006,185.67735,0.4614164,261.27258,-0.18119131,204.58455,gac
E:\LICENTA\IRMAS-TrainingData\gac\[gac][pop_roc]0550__2.wav,66150,0.36027098,0.08603234,0.064860605,0.0011018219,1725.5103079644095,171319.16935860302,2231.0465736940146,98849.00640219152,3860.157940204327,1300633.7404268382,0.06542217548076923,0.0006354478125036116,0.2728813,0.008869121,198.76802884615384,-192.3382,1228.1359,115.03594,296.6902,1.3464137,254.66748,26.826612,108.77656,-4.576418,83.78324,6.4928565,121.1849,0.69473565,68.492676,12.713042,43.409935,-1.8813874,49.135693,3.1776447,37.280434,-5.0738225,27.710482,-2.278095,47.76847,-6.2770605,60.978634,-1.410188,32.466354,-5.1556067,29.53164,-0.6750988,41.18806,-5.61616,41.038162,-2.3663146,20.082138,-6.6863604,18.618994,0.051184025,23.483759,gac
